date,channel,device,sessions,users,pageviews,bounce_rate,avg_session_duration,conversions,revenue,marketing_cost
2026-09-08,Social Media,Mobile,385,318,1008,0.588,123.0,6.0,3752.19,1067.45
2026-04-11,Referral,Desktop,121,106,401,0.408,221.0,4.0,2844.67,236.04
2026-12-31,Referral,Tablet,107,86,290,0.411,129.0,4.0,3214.57,199.57
2026-04-27,Direct,Desktop,343,309,1082,0.304,201.0,16.0,15641.68,0.0
2026-07-28,Paid Search,Tablet,126,106,416,0.484,162.0,2.0,1554.45,1138.16
2026-12-28,Referral,Desktop,194,162,542,0.425,212.0,4.0,2615.87,344.18
2026-11-05,Social Media,Mobile,386,310,1111,0.63,127.0,9.0,6315.04,1169.73
2026-04-27,Direct,Mobile,473,400,1120,0.413,96.0,19.0,17481.92,0.0
2026-11-05,Referral,Desktop,202,164,527,0.399,186.0,5.0,3708.35,339.34
2026-07-07,Referral,Desktop,252,219,787,0.373,190.0,13.0,11939.64,511.82
2026-03-28,Organic Search,Desktop,457,396,1057,0.412,188.0,17.0,15361.65,0.0
2026-07-18,Social Media,Mobile,443,346,1258,0.593,93.0,10.0,6670.05,1360.08
2026-06-10,Organic Search,Mobile,739,632,2553,0.418,141.0,24.0,18429.23,0.0
2026-01-20,Direct,Mobile,305,237,709,0.332,144.0,10.0,10643.17,0.0
2026-06-17,Email,Tablet,102,81,315,0.344,176.0,4.0,4092.05,134.8
2026-11-05,Social Media,Tablet,108,97,364,0.558,158.0,4.0,2287.04,331.42
2026-12-16,Social Media,Tablet,132,103,359,0.409,161.0,3.0,2239.41,468.52
2026-05-21,Referral,Desktop,207,187,714,0.422,163.0,3.0,2721.55,339.53
2026-11-19,Direct,Desktop,352,280,1076,0.388,185.0,15.0,14660.36,0.0
2026-11-14,Referral,Desktop,160,134,396,0.381,169.0,5.0,3770.42,254.89
2026-05-12,Referral,Desktop,209,171,623,0.392,169.0,1.0,815.59,354.37
2026-02-28,Social Media,Mobile,385,346,896,0.578,136.0,7.0,5960.78,1404.84
2026-05-09,Referral,Tablet,81,66,187,0.453,148.0,5.0,4237.48,145.39
2026-09-12,Paid Search,Desktop,336,286,739,0.494,217.0,13.0,9889.4,2524.81
2026-08-28,Social Media,Desktop,437,387,1324,0.514,130.0,10.0,6532.81,1417.25
2026-04-08,Paid Search,Tablet,259,210,767,0.425,187.0,7.0,5329.44,2411.09
2026-06-15,Referral,Mobile,131,116,330,0.441,73.0,2.0,1144.85,255.54
2026-04-09,Social Media,Tablet,167,138,430,0.515,152.0,5.0,3785.12,592.52
2026-03-08,Social Media,Tablet,123,96,405,0.463,195.0,1.0,509.39,356.49
2026-04-15,Social Media,Desktop,338,267,780,0.619,155.0,6.0,4734.81,1136.11
2026-05-29,Paid Search,Mobile,605,504,1606,0.505,120.0,15.0,13178.49,5387.3
2026-04-23,Organic Search,Desktop,525,457,1538,0.349,162.0,22.0,17763.88,0.0
2026-04-22,Social Media,Mobile,467,378,1575,0.551,94.0,5.0,3635.16,1711.35
2026-10-23,Email,Tablet,27,21,57,0.31,144.0,3.0,2546.42,37.25
2026-03-24,Social Media,Desktop,314,259,722,0.54,171.0,5.0,4206.34,1040.12
2026-01-19,Paid Search,Mobile,492,419,1106,0.458,160.0,12.0,9725.65,3863.31
2026-02-06,Organic Search,Desktop,572,481,1250,0.383,161.0,23.0,19580.02,0.0
2026-06-14,Paid Search,Desktop,395,319,1249,0.471,185.0,16.0,13410.89,3828.69
2026-03-04,Social Media,Mobile,493,422,1353,0.554,111.0,14.0,8290.72,1587.16
2026-09-07,Social Media,Mobile,435,376,968,0.521,150.0,11.0,7129.81,1456.34
2026-06-04,Referral,Mobile,205,185,647,0.403,136.0,2.0,1270.4,319.45
2026-07-17,Direct,Mobile,405,340,1083,0.394,121.0,15.0,17495.54,0.0
2026-08-16,Direct,Desktop,204,172,541,0.38,215.0,9.0,10417.98,0.0
2026-07-10,Paid Search,Mobile,598,528,1559,0.46,86.0,13.0,10693.69,4553.79
2026-09-01,Paid Search,Tablet,128,100,321,0.409,117.0,4.0,3859.27,1054.2
2026-11-02,Paid Search,Mobile,484,379,1083,0.442,147.0,19.0,19972.8,3648.7
2026-03-11,Referral,Tablet,27,22,56,0.389,166.0,1.0,751.27,53.11
2026-07-22,Referral,Desktop,168,149,451,0.422,209.0,7.0,5872.26,299.07
2026-08-16,Paid Search,Tablet,140,124,374,0.431,178.0,2.0,1314.9,1350.8
2026-06-30,Referral,Tablet,55,49,177,0.359,157.0,1.0,802.58,99.61
2026-03-26,Social Media,Mobile,376,327,1166,0.606,125.0,7.0,4401.95,1383.66
2026-03-18,Email,Mobile,361,283,1215,0.351,105.0,15.0,15132.08,461.73
2026-09-23,Referral,Mobile,205,162,462,0.377,149.0,10.0,7484.1,417.19
2026-02-26,Referral,Desktop,212,191,581,0.404,152.0,5.0,3693.14,356.15
2026-07-10,Organic Search,Tablet,321,266,1060,0.455,161.0,7.0,6023.5,0.0
2026-09-21,Social Media,Mobile,391,324,1058,0.506,141.0,6.0,4626.37,1289.86
2026-09-17,Organic Search,Tablet,233,205,509,0.37,186.0,6.0,4400.9,0.0
2026-06-10,Organic Search,Desktop,722,654,1892,0.418,184.0,19.0,15537.3,0.0
2026-02-20,Direct,Desktop,234,208,785,0.347,163.0,23.0,22826.09,0.0
2026-06-08,Direct,Mobile,458,376,1051,0.41,125.0,13.0,14201.18,0.0
2026-09-05,Paid Search,Desktop,401,343,1069,0.556,238.0,17.0,12304.15,3351.31
2026-04-04,Organic Search,Mobile,599,544,1972,0.364,116.0,12.0,9323.8,0.0
2026-04-08,Organic Search,Desktop,645,575,2219,0.443,209.0,25.0,29001.62,0.0
2026-10-25,Organic Search,Mobile,458,413,1404,0.431,109.0,12.0,9180.6,0.0
2026-04-07,Social Media,Tablet,162,132,529,0.486,136.0,2.0,1552.46,521.13
2026-04-01,Email,Desktop,347,313,953,0.272,163.0,16.0,17330.75,387.65
2026-12-08,Email,Desktop,289,248,760,0.309,144.0,11.0,9216.73,382.57
2026-01-24,Referral,Mobile,170,143,497,0.438,70.0,4.0,3091.76,335.04
2026-04-11,Social Media,Tablet,148,131,479,0.499,142.0,4.0,2524.69,447.63
2026-08-20,Social Media,Mobile,511,451,1409,0.495,122.0,10.0,7148.72,1603.46
2026-06-10,Social Media,Mobile,541,424,1615,0.52,128.0,8.0,5708.72,1968.52
2026-08-15,Social Media,Tablet,95,75,253,0.47,172.0,0.0,0.0,316.07
2026-01-14,Organic Search,Desktop,502,434,1247,0.407,196.0,18.0,14996.43,0.0
2026-12-30,Direct,Desktop,333,274,1044,0.31,173.0,10.0,10404.83,0.0
2026-05-04,Social Media,Tablet,171,148,565,0.521,176.0,4.0,2829.74,488.38
2026-12-31,Referral,Desktop,159,127,463,0.368,198.0,3.0,1697.24,326.13
2026-10-30,Organic Search,Mobile,620,495,1401,0.425,139.0,11.0,7654.2,0.0
2026-08-04,Paid Search,Tablet,136,117,392,0.374,169.0,1.0,756.74,1200.49
2026-12-19,Social Media,Desktop,301,262,1017,0.544,171.0,3.0,1441.39,931.77
2026-04-19,Paid Search,Mobile,462,411,1276,0.501,159.0,4.0,3436.13,3477.72
2026-10-06,Email,Mobile,397,333,1189,0.364,162.0,11.0,10715.43,521.41
2026-11-20,Email,Mobile,303,244,647,0.304,121.0,13.0,10571.15,349.3
2026-09-09,Email,Mobile,376,341,1105,0.361,84.0,18.0,17768.5,394.55
2026-11-30,Referral,Tablet,27,23,82,0.473,178.0,0.0,0.0,55.53
2026-04-21,Referral,Desktop,144,116,324,0.421,216.0,3.0,2950.25,255.72
2026-05-29,Social Media,Mobile,441,369,1101,0.553,144.0,8.0,4352.07,1528.27
2026-10-09,Email,Desktop,199,177,684,0.344,183.0,11.0,11422.36,257.35
2026-05-04,Email,Mobile,420,374,1330,0.378,136.0,15.0,15761.45,543.8
2026-03-03,Social Media,Tablet,150,117,444,0.447,149.0,3.0,1740.41,461.09
2026-10-28,Email,Desktop,229,179,797,0.305,202.0,7.0,5543.05,260.05
2026-02-15,Social Media,Tablet,223,194,716,0.53,154.0,6.0,2856.61,679.14
2026-07-22,Direct,Mobile,397,318,1102,0.369,164.0,9.0,9648.07,0.0
2026-09-06,Organic Search,Tablet,192,173,524,0.41,177.0,5.0,3777.69,0.0
2026-09-22,Email,Tablet,86,67,289,0.273,127.0,8.0,6997.88,97.57
2026-04-05,Paid Search,Tablet,161,141,525,0.479,143.0,4.0,2857.34,1423.6
2026-06-20,Direct,Tablet,214,184,527,0.386,179.0,8.0,7452.93,0.0
2026-01-08,Email,Mobile,265,241,627,0.359,157.0,14.0,12058.78,363.87
2026-09-01,Email,Desktop,221,183,673,0.235,202.0,11.0,10771.08,248.67
2026-10-08,Social Media,Mobile,421,339,1273,0.541,137.0,7.0,4493.77,1205.83
2026-11-07,Email,Tablet,45,35,113,0.24,174.0,3.0,2367.2,51.53
2026-11-20,Organic Search,Tablet,179,151,542,0.392,164.0,5.0,4352.89,0.0
2026-03-07,Email,Mobile,253,200,583,0.362,97.0,13.0,11683.96,319.5
2026-08-17,Paid Search,Mobile,598,515,1929,0.486,151.0,11.0,8999.02,5350.51
2026-02-19,Social Media,Desktop,287,224,997,0.572,189.0,6.0,4203.96,828.48
2026-06-28,Paid Search,Tablet,171,138,465,0.439,155.0,4.0,3449.78,1666.01
2026-05-16,Social Media,Mobile,443,391,1127,0.557,76.0,8.0,5311.72,1340.39
2026-09-27,Direct,Tablet,70,58,196,0.35,137.0,4.0,3433.84,0.0
2026-07-13,Email,Desktop,246,195,673,0.355,206.0,9.0,8328.99,283.85
2026-02-15,Social Media,Mobile,392,341,1194,0.59,126.0,7.0,5020.91,1165.18
2026-03-03,Direct,Mobile,432,391,1295,0.327,162.0,16.0,16240.94,0.0
2026-08-16,Social Media,Desktop,242,211,520,0.559,182.0,1.0,612.02,740.44
2026-05-11,Organic Search,Mobile,782,679,1875,0.431,109.0,29.0,24245.93,0.0
2026-11-19,Social Media,Tablet,150,130,395,0.54,174.0,5.0,3295.27,515.74
2026-11-21,Email,Mobile,273,221,851,0.347,107.0,12.0,11370.13,280.48
2026-03-12,Paid Search,Mobile,579,472,1849,0.516,88.0,14.0,12220.81,4188.23
2026-02-25,Organic Search,Desktop,667,553,2081,0.428,155.0,24.0,23415.41,0.0
2026-08-04,Email,Desktop,317,256,1050,0.351,191.0,18.0,15653.77,338.02
2026-04-07,Email,Tablet,75,62,198,0.305,196.0,3.0,3132.21,90.0
2026-09-19,Referral,Mobile,247,200,745,0.481,90.0,10.0,6611.52,442.83
2026-06-16,Email,Desktop,317,249,786,0.366,159.0,19.0,16591.29,415.92
2026-01-20,Email,Tablet,77,63,172,0.3,174.0,3.0,2465.43,104.34
2026-10-05,Direct,Mobile,364,307,851,0.411,101.0,22.0,24249.84,0.0
2026-07-25,Email,Desktop,194,157,452,0.269,180.0,11.0,8817.22,236.46
2026-09-13,Email,Mobile,234,208,785,0.283,124.0,11.0,11730.99,257.83
2026-03-24,Direct,Mobile,401,349,1125,0.381,151.0,14.0,12914.7,0.0
2026-09-09,Social Media,Mobile,392,312,1349,0.604,73.0,5.0,2675.63,1273.39
2026-09-01,Direct,Desktop,299,250,778,0.343,192.0,11.0,11046.17,0.0
2026-03-10,Paid Search,Mobile,471,386,1012,0.514,80.0,13.0,10867.67,3408.32
2026-07-24,Referral,Mobile,258,222,544,0.488,146.0,7.0,4849.1,403.51
2026-06-16,Referral,Desktop,202,161,578,0.37,240.0,4.0,3187.98,369.59
2026-12-02,Paid Search,Mobile,476,403,1359,0.503,125.0,12.0,9657.74,3485.36
2026-12-12,Email,Mobile,247,208,652,0.362,172.0,11.0,10039.84,266.14
2026-06-30,Paid Search,Mobile,612,544,1458,0.485,115.0,23.0,17821.93,5059.55
2026-12-08,Social Media,Tablet,117,92,255,0.494,174.0,3.0,1904.83,374.71
2026-01-03,Referral,Mobile,181,155,583,0.381,66.0,1.0,834.94,367.61
2026-12-01,Paid Search,Mobile,553,492,1162,0.493,131.0,10.0,7279.42,4720.57
2026-10-21,Email,Desktop,169,136,471,0.316,211.0,10.0,10081.93,202.04
2026-01-09,Referral,Desktop,166,141,423,0.431,184.0,2.0,1423.55,318.8
2026-08-19,Referral,Tablet,94,80,254,0.361,128.0,3.0,1710.86,146.29
2026-03-30,Paid Search,Desktop,512,432,1789,0.507,177.0,21.0,14229.37,3933.56
2026-03-30,Paid Search,Tablet,179,140,395,0.423,171.0,5.0,3983.71,1403.32
2026-03-24,Paid Search,Desktop,481,395,1531,0.498,201.0,13.0,12684.27,3769.97
2026-03-23,Email,Tablet,56,49,118,0.354,157.0,3.0,2882.35,57.79
2026-07-24,Email,Mobile,393,331,1285,0.364,156.0,11.0,8680.21,451.09
2026-12-12,Paid Search,Desktop,403,322,1228,0.368,157.0,16.0,11479.32,3227.91
2026-06-19,Email,Tablet,27,21,60,0.318,144.0,0.0,0.0,36.88
2026-04-26,Social Media,Tablet,110,98,255,0.5,142.0,1.0,605.25,299.79
2026-12-24,Social Media,Mobile,405,339,1228,0.569,148.0,14.0,9904.76,1117.02
2026-12-08,Organic Search,Tablet,212,186,732,0.329,146.0,8.0,6518.61,0.0
2026-12-26,Direct,Tablet,153,122,462,0.24,151.0,4.0,4115.32,0.0
2026-06-24,Social Media,Mobile,454,358,1382,0.469,78.0,10.0,7095.7,1610.48
2026-06-07,Organic Search,Tablet,257,232,669,0.322,123.0,8.0,7372.25,0.0
2026-01-25,Paid Search,Mobile,462,395,1070,0.442,119.0,12.0,9602.18,3603.31
2026-08-15,Email,Mobile,271,213,569,0.347,102.0,11.0,10306.85,352.49
2026-06-14,Social Media,Tablet,96,76,229,0.569,154.0,2.0,1195.55,271.8
2026-08-31,Social Media,Desktop,374,319,996,0.476,183.0,9.0,5925.08,1040.03
2026-03-30,Paid Search,Mobile,523,436,1681,0.501,175.0,15.0,13533.9,3973.07
2026-06-04,Social Media,Tablet,128,112,345,0.557,110.0,2.0,1416.83,373.27
2026-10-25,Social Media,Tablet,56,46,143,0.557,164.0,0.0,0.0,152.47
2026-03-30,Social Media,Desktop,371,318,1237,0.53,178.0,5.0,3458.45,1330.2
2026-08-22,Email,Tablet,120,102,256,0.334,176.0,11.0,10197.49,149.5
2026-02-24,Organic Search,Mobile,703,575,1692,0.4,141.0,21.0,17379.64,0.0
2026-03-10,Direct,Tablet,33,26,75,0.342,164.0,3.0,3114.56,0.0
2026-06-13,Referral,Tablet,158,127,426,0.427,174.0,6.0,5645.38,326.48
2026-05-11,Organic Search,Tablet,223,193,712,0.342,154.0,8.0,7440.46,0.0
2026-08-21,Social Media,Tablet,155,122,447,0.587,146.0,2.0,1183.43,442.82
2026-09-03,Direct,Mobile,333,285,982,0.368,87.0,9.0,8249.24,0.0
2026-08-22,Email,Mobile,246,205,744,0.355,147.0,10.0,8523.4,261.06
2026-11-08,Paid Search,Desktop,284,235,662,0.45,157.0,14.0,8820.76,2629.13
2026-05-04,Referral,Tablet,112,98,236,0.343,141.0,4.0,3477.29,182.1
2026-06-19,Paid Search,Desktop,465,389,1374,0.429,148.0,18.0,13470.59,4356.65
2026-03-25,Paid Search,Desktop,370,296,1104,0.427,182.0,13.0,10519.82,2996.67
2026-01-25,Referral,Tablet,73,58,158,0.405,118.0,1.0,898.13,145.56
2026-05-12,Email,Tablet,115,101,357,0.313,134.0,9.0,9552.21,146.18
2026-08-13,Organic Search,Desktop,578,474,1703,0.405,207.0,17.0,16242.86,0.0
2026-05-15,Email,Mobile,397,322,1148,0.215,118.0,29.0,29939.91,485.25
2026-12-25,Social Media,Mobile,396,342,1090,0.566,91.0,3.0,1845.69,1296.37
2026-09-04,Social Media,Tablet,152,118,414,0.546,95.0,3.0,2254.42,462.42
2026-11-08,Email,Mobile,267,235,661,0.27,117.0,20.0,19070.87,330.61
2026-03-28,Paid Search,Desktop,402,317,1064,0.461,185.0,13.0,10055.23,3864.59
2026-11-20,Paid Search,Mobile,436,350,1443,0.428,102.0,13.0,9630.61,3315.21
2026-03-05,Direct,Desktop,350,316,1221,0.314,205.0,15.0,15438.01,0.0
2026-10-22,Referral,Desktop,264,231,685,0.409,166.0,7.0,5202.54,541.19
2026-04-27,Paid Search,Mobile,592,530,1328,0.399,117.0,16.0,11287.74,5464.36
2026-03-14,Referral,Tablet,20,17,59,0.432,172.0,1.0,815.6,33.94
2026-04-22,Referral,Tablet,20,18,68,0.433,147.0,1.0,622.25,31.49
2026-08-06,Email,Tablet,153,125,420,0.2,116.0,5.0,5045.74,175.42
2026-10-11,Social Media,Mobile,329,259,1143,0.555,120.0,7.0,4470.76,1042.33
2026-07-20,Direct,Desktop,296,257,880,0.393,209.0,11.0,10657.76,0.0
2026-03-18,Direct,Mobile,411,352,993,0.377,100.0,20.0,20863.73,0.0
2026-08-05,Paid Search,Tablet,161,133,415,0.416,124.0,5.0,3740.54,1559.93
2026-01-23,Referral,Tablet,20,16,55,0.369,140.0,0.0,0.0,37.8
2026-02-22,Paid Search,Tablet,82,69,252,0.448,181.0,1.0,790.77,696.36
2026-02-14,Email,Desktop,126,104,368,0.325,150.0,7.0,6461.17,163.58
2026-06-02,Direct,Tablet,63,54,183,0.414,155.0,4.0,3744.79,0.0
2026-10-16,Email,Desktop,286,250,672,0.302,186.0,17.0,17041.18,363.87
2026-08-08,Social Media,Mobile,449,382,1381,0.547,84.0,10.0,7834.17,1534.76
2026-01-15,Paid Search,Mobile,502,447,1328,0.461,157.0,10.0,8559.48,3666.72
2026-12-25,Organic Search,Mobile,562,440,1183,0.4,141.0,23.0,18412.02,0.0
2026-05-05,Paid Search,Desktop,497,409,1320,0.457,184.0,12.0,9152.14,4581.67
2026-02-05,Referral,Tablet,26,21,64,0.343,141.0,1.0,708.95,41.23
2026-04-09,Paid Search,Desktop,482,393,1640,0.421,180.0,24.0,20186.46,3939.06
2026-12-23,Referral,Desktop,225,180,490,0.384,211.0,8.0,6446.76,437.08
2026-10-02,Organic Search,Desktop,568,455,1459,0.366,189.0,20.0,17931.24,0.0
2026-09-17,Referral,Tablet,20,15,62,0.448,147.0,0.0,0.0,36.37
2026-07-19,Paid Search,Desktop,367,309,924,0.462,191.0,7.0,5810.85,2755.18
2026-09-11,Email,Mobile,292,230,865,0.308,131.0,13.0,13322.4,341.9
2026-01-02,Social Media,Desktop,407,325,956,0.578,157.0,6.0,4286.0,1486.75
2026-03-02,Social Media,Tablet,73,65,185,0.608,137.0,2.0,1225.85,225.48
2026-07-09,Referral,Mobile,111,94,384,0.327,143.0,2.0,1350.67,218.55
2026-05-30,Direct,Desktop,223,189,696,0.344,165.0,7.0,7429.82,0.0
2026-07-31,Paid Search,Mobile,643,536,1531,0.531,121.0,12.0,9608.26,5222.44
2026-01-07,Paid Search,Mobile,482,437,1675,0.433,97.0,9.0,8230.45,4162.02
2026-06-07,Referral,Desktop,174,155,379,0.432,178.0,4.0,2961.96,291.26
2026-05-09,Social Media,Mobile,402,318,1085,0.536,150.0,10.0,6253.0,1283.95
2026-09-28,Paid Search,Mobile,480,384,1546,0.48,107.0,12.0,9868.04,4253.67
2026-01-04,Organic Search,Tablet,177,152,513,0.394,183.0,4.0,2809.26,0.0
2026-03-14,Direct,Mobile,197,173,654,0.373,150.0,4.0,3162.22,0.0
2026-02-08,Email,Tablet,108,86,290,0.221,122.0,6.0,5564.5,137.82
2026-09-23,Organic Search,Mobile,647,504,1573,0.468,122.0,19.0,14325.75,0.0
2026-03-10,Paid Search,Desktop,479,391,1188,0.432,167.0,19.0,11812.02,4421.28
2026-04-22,Organic Search,Mobile,700,629,2194,0.376,108.0,13.0,11334.59,0.0
2026-01-16,Social Media,Desktop,329,270,860,0.542,203.0,3.0,1650.26,975.28
2026-10-27,Social Media,Desktop,314,246,750,0.519,172.0,7.0,5336.73,1002.05
2026-07-14,Social Media,Mobile,487,414,1351,0.494,115.0,8.0,5348.79,1533.09
2026-04-12,Referral,Desktop,189,153,633,0.394,213.0,4.0,2802.85,294.2
2026-11-11,Social Media,Desktop,339,281,797,0.541,197.0,5.0,3248.3,1155.52
2026-02-07,Referral,Mobile,165,148,417,0.487,80.0,6.0,4372.74,283.35
2026-07-29,Organic Search,Tablet,297,253,827,0.325,149.0,14.0,14451.78,0.0
2026-09-21,Paid Search,Tablet,177,145,471,0.455,114.0,2.0,1637.0,1544.16
2026-10-27,Direct,Desktop,255,205,543,0.32,169.0,7.0,5488.46,0.0
2026-03-05,Paid Search,Desktop,450,375,1099,0.376,220.0,12.0,9603.93,3376.55
2026-06-03,Direct,Mobile,402,318,1310,0.402,131.0,18.0,18542.71,0.0
2026-10-24,Referral,Tablet,20,17,57,0.427,183.0,0.0,0.0,32.24
2026-10-09,Social Media,Mobile,505,406,1646,0.585,106.0,7.0,4472.07,1388.68
2026-07-20,Referral,Desktop,195,169,422,,164.0,3.0,2188.94,339.89
2026-02-27,Email,Mobile,350,297,1105,0.298,99.0,17.0,16265.75,431.12
2026-08-20,Organic Search,Mobile,852,695,2265,0.408,116.0,19.0,18045.34,0.0
2026-10-21,Email,Tablet,161,126,402,0.293,136.0,3.0,2786.98,217.56
2026-03-16,Direct,Tablet,78,68,166,0.405,157.0,2.0,1972.81,0.0
2026-11-05,Organic Search,Mobile,538,428,1347,0.405,104.0,14.0,11489.26,0.0
2026-07-16,Referral,Tablet,86,75,250,0.378,127.0,2.0,1276.42,157.52
2026-06-04,Direct,Desktop,436,373,952,0.391,179.0,22.0,21479.79,0.0
2026-07-07,Direct,Mobile,366,332,1027,0.419,184.0,15.0,14179.6,0.0
2026-05-13,Social Media,Tablet,158,140,463,0.529,143.0,2.0,1329.86,512.94
2026-06-16,Organic Search,Desktop,696,590,1843,0.379,195.0,18.0,14863.37,0.0
2026-01-07,Social Media,Mobile,355,282,1190,0.509,126.0,8.0,4598.6,1106.54
2026-12-12,Direct,Desktop,225,202,574,0.374,173.0,11.0,10842.63,0.0
2026-12-30,Social Media,Desktop,221,193,468,0.478,175.0,5.0,3285.92,688.32
2026-08-05,Direct,Mobile,409,362,952,0.399,112.0,15.0,16226.23,0.0
2026-06-25,Paid Search,Desktop,508,398,1136,0.424,159.0,19.0,11384.68,4763.96
2026-09-30,Email,Desktop,280,234,933,0.222,177.0,21.0,21749.16,333.25
2026-06-06,Email,Tablet,36,32,90,0.283,153.0,2.0,1768.21,45.28
2026-06-22,Email,Tablet,102,80,285,0.325,185.0,4.0,3905.5,115.42
2026-11-20,Direct,Desktop,191,165,599,0.357,164.0,10.0,10077.95,0.0
2026-10-31,Social Media,Desktop,195,157,655,0.475,208.0,7.0,3746.55,583.38
2026-10-27,Direct,Mobile,333,284,1155,0.388,93.0,14.0,14704.1,0.0
2026-01-05,Email,Desktop,224,200,529,0.333,198.0,14.0,13858.88,309.02
2026-06-17,Referral,Desktop,180,142,606,0.365,161.0,6.0,4128.74,313.91
2026-04-20,Email,Mobile,415,357,1438,0.416,144.0,20.0,21253.8,431.2
2026-04-06,Paid Search,Mobile,561,503,1459,0.506,132.0,19.0,15695.69,4449.15
2026-08-22,Social Media,Mobile,375,292,975,0.532,85.0,7.0,4106.46,1307.25
2026-12-06,Referral,Mobile,207,181,654,0.463,114.0,3.0,2356.76,417.48
2026-10-27,Social Media,Mobile,402,326,1062,0.551,102.0,6.0,4317.69,1128.2
2026-11-06,Social Media,Desktop,427,372,1165,0.523,223.0,10.0,6544.62,1424.67
2026-04-19,Organic Search,Tablet,151,133,422,0.386,168.0,3.0,2408.51,0.0
2026-08-10,Organic Search,Mobile,712,616,1846,0.361,136.0,22.0,18947.47,0.0
2026-07-17,Social Media,Tablet,148,124,414,0.589,117.0,3.0,1915.74,415.82
2026-09-13,Paid Search,Tablet,137,109,461,0.454,158.0,5.0,4260.76,1005.59
2026-03-31,Social Media,Tablet,57,47,139,0.548,151.0,0.0,0.0,162.07
2026-08-04,Referral,Desktop,230,202,690,0.399,164.0,10.0,8803.42,459.79
2026-07-13,Paid Search,Desktop,443,386,1083,0.465,198.0,13.0,10235.8,3894.9
2026-06-20,Email,Mobile,302,241,1027,0.32,120.0,18.0,15011.85,318.28
2026-08-05,Organic Search,Mobile,815,711,2747,0.448,176.0,18.0,14746.7,0.0
2026-12-23,Email,Mobile,334,280,1125,0.286,112.0,12.0,11929.09,342.8
2026-09-24,Organic Search,Tablet,113,100,238,0.395,157.0,1.0,842.03,0.0
2026-10-08,Referral,Desktop,83,73,215,0.396,182.0,3.0,2722.88,171.73
2026-07-20,Paid Search,Tablet,111,88,279,0.448,161.0,0.0,0.0,1057.86
2026-02-06,Referral,Tablet,82,65,224,0.421,125.0,2.0,1218.58,145.99
2026-05-02,Referral,Mobile,198,157,507,0.422,109.0,3.0,2487.35,400.03
2026-08-26,Referral,Tablet,76,68,240,0.427,208.0,0.0,0.0,155.53
2026-11-17,Email,Tablet,53,42,127,0.258,182.0,3.0,2502.55,65.77
2026-02-26,Email,Desktop,128,105,437,0.35,194.0,4.0,3766.04,132.97
2026-01-31,Referral,Tablet,112,91,302,0.37,145.0,2.0,1767.2,196.39
2026-08-28,Direct,Desktop,344,273,1037,0.318,197.0,9.0,7548.48,0.0
2026-12-04,Paid Search,Desktop,415,356,945,0.36,200.0,17.0,11883.22,3550.37
2026-03-09,Organic Search,Mobile,658,579,1480,0.528,113.0,21.0,19086.0,0.0
2026-10-08,Social Media,Desktop,372,329,1099,0.477,211.0,6.0,4035.51,1179.63
2026-10-16,Social Media,Desktop,416,373,980,0.484,151.0,5.0,2813.32,1187.97
2026-03-25,Referral,Mobile,159,144,487,0.475,129.0,5.0,4175.48,248.97
2026-06-28,Email,Mobile,277,228,878,0.346,139.0,17.0,16023.85,283.82
2026-11-14,Paid Search,Desktop,265,214,646,0.407,186.0,6.0,4727.51,2096.55
2026-09-05,Referral,Desktop,152,129,497,0.456,196.0,5.0,3883.64,241.31
2026-09-05,Referral,Tablet,69,56,169,0.391,113.0,3.0,2333.65,120.42
2026-01-15,Direct,Tablet,167,148,373,0.358,159.0,3.0,3213.37,0.0
2026-06-30,Email,Mobile,333,276,1052,0.405,92.0,9.0,7488.93,424.05
2026-08-11,Referral,Tablet,141,123,400,0.404,184.0,6.0,3980.64,247.36
2026-04-28,Paid Search,Tablet,173,143,481,0.452,158.0,6.0,5263.09,1655.71
2026-07-16,Direct,Mobile,397,342,945,0.434,121.0,17.0,17069.84,0.0
2026-04-17,Organic Search,Mobile,729,588,2498,0.397,102.0,20.0,18746.35,0.0
2026-08-03,Direct,Desktop,332,271,993,0.378,188.0,16.0,13995.72,0.0
2026-11-07,Referral,Desktop,105,87,280,0.43,235.0,1.0,758.4,161.92
2026-02-06,Social Media,Tablet,80,66,172,0.533,164.0,1.0,743.7,266.31
2026-09-02,Direct,Desktop,292,233,670,0.407,199.0,21.0,17452.03,0.0
2026-09-15,Paid Search,Mobile,506,395,1519,0.501,172.0,14.0,9764.37,4646.42
2026-08-22,Organic Search,Desktop,500,429,1470,0.386,175.0,17.0,13604.53,0.0
2026-02-25,Social Media,Tablet,99,81,216,0.511,200.0,0.0,0.0,276.64
2026-08-03,Paid Search,Desktop,488,415,1502,0.419,202.0,17.0,14578.38,3593.12
2026-06-07,Social Media,Tablet,121,102,262,0.508,165.0,2.0,1171.74,368.27
2026-06-06,Organic Search,Mobile,697,628,1701,0.42,76.0,25.0,23174.87,0.0
2026-04-10,Organic Search,Tablet,314,273,753,0.363,150.0,7.0,4740.88,0.0
2026-03-10,Direct,Mobile,447,385,1434,0.398,150.0,13.0,13314.62,0.0
2026-12-26,Organic Search,Mobile,413,364,1288,0.46,120.0,6.0,4645.9,0.0
2026-07-20,Social Media,Mobile,481,416,1672,0.534,163.0,8.0,4183.28,1724.53
2026-08-30,Direct,Tablet,157,142,494,0.374,199.0,9.0,9058.65,0.0
